Business,Category,City,Phone,Address,Rating,Reviews,Web presence,Existing link,Score,Google Maps
101 Bagels & Subs,Bagel shop,Oceanside,(760) 421-6555,"323 N Coast Hwy Ste c, Oceanside, CA 92054",4.7,464,No website,,580.0,https://www.google.com/maps/place/?q=place_id:ChIJBYo34DZu3IARWDDT7uulfi4
La Posta De Acapulco,Mexican restaurant,Spring Valley,(619) 461-4284,"9914 Campo Rd, Spring Valley, CA 91977",4.6,463,No website,,578.8,https://www.google.com/maps/place/?q=place_id:ChIJ_RZIrAda2YARt-pf2WExPt0
Mi Rancho Market,Taco restaurant,Escondido,(760) 738-8524,"649 W Mission Ave, Escondido, CA 92025",4.6,457,No website,,571.2,https://www.google.com/maps/place/?q=place_id:ChIJRcANJn7z24ARtf5iJdoIfCo
Los Panchos,Mexican restaurant,Chula Vista,(619) 216-1611,"2130 Birch Rd, Chula Vista, CA 91915",4,570,No website,,570.0,https://www.google.com/maps/place/?q=place_id:ChIJ0cNeIJZF2YAR0P4LtOFaZVM
Victoria Mexican Food,Mexican restaurant,El Cajon,(619) 588-1510,"677 E Main St, El Cajon, CA 92020",4.2,570,No website,,570.0,https://www.google.com/maps/place/?q=place_id:ChIJrURRu7BZ2YARIopN1t5GeSQ
Tacos Alex,Mexican restaurant,San Marcos,(760) 798-7345,"250 W Mission Rd #1645, San Marcos, CA 92069",4.4,1031,Booking/3rd-party only,https://tacosalex.wixsite.com/tacosalex,567.1,https://www.google.com/maps/place/?q=place_id:ChIJ-9utNKSK24ARQ25f0K99pkQ
Dolche cafe/ Mexifood,Mexican restaurant,Chula Vista,(619) 947-6100,"1096 Broadway, Chula Vista, CA 91911",4.6,451,No website,,563.8,https://www.google.com/maps/place/?q=place_id:ChIJA30qD6NP2YAR-BEYdKoMtCs
Plaza Donuts,Donut shop,National City,(619) 477-4668,"1548 Highland Ave, National City, CA 91950",4.7,451,No website,,563.8,https://www.google.com/maps/place/?q=place_id:ChIJCc4dGjxS2YARpNiudH7_U8M
Fredcel Lumpias & Catering,Filipino restaurant,San Diego,(619) 282-2305,"3876 38th St, San Diego, CA 92105",4.7,448,No website,,560.0,https://www.google.com/maps/place/?q=place_id:ChIJz48L-UJU2YARPqf6-jx8CMw
Rolando's Taco Shop,Taco restaurant,San Diego,(619) 239-0007,"2303 National Ave, San Diego, CA 92113",4.3,557,No website,,557.0,https://www.google.com/maps/place/?q=place_id:ChIJUfC4eRJT2YARqBMU0pZOETs
Saray Restaurant Charcoal Grill,Turkish restaurant,El Cajon,(619) 312-2558,"123 Jamacha Rd, El Cajon, CA 92019",4,554,No website,,554.0,https://www.google.com/maps/place/?q=place_id:ChIJlZ23pQlZ2YARHmLnJX9SlNw
Primos Mexican Food & Cantina,Mexican restaurant,Escondido,(760) 735-8226,"1348 W Valley Pkwy, Escondido, CA 92029",4,1006,Social only,http://www.primosmex.com/,553.3,https://www.google.com/maps/place/?q=place_id:ChIJXfItLY3024ARtckabLWYd80
Tacos El Guero,Mexican restaurant,San Diego,(619) 662-4660,"2036 Dairy Mart Rd #126, San Diego, CA 92173",4.1,552,No website,,552.0,https://www.google.com/maps/place/?q=place_id:ChIJMR3fR09J2YARYN8xkqCjEXk
Los Reyes Tires,Tire shop,El Cajon,(619) 440-6098,"1245 N 1st St, El Cajon, CA 92021",4.6,437,No website,,546.2,https://www.google.com/maps/place/?q=place_id:ChIJl8gXTlFY2YARXFTHeNZuM_M
The Prince Haircut,Barber shop,El Cajon,(619) 499-5904,"496 E Main St, El Cajon, CA 92020",4.8,433,No website,,541.2,https://www.google.com/maps/place/?q=place_id:ChIJS_PiROxZ2YAROcKPIh0L6GA
Bahia Mexican Food | Mouthwatering Authentic Mexican Food,Mexican restaurant,San Diego,(619) 542-0540,"1985 El Cajon Blvd, San Diego, CA 92104",4.5,431,No website,,538.8,https://www.google.com/maps/place/?q=place_id:ChIJ03pQAORU2YARfV5vZlmSgKs
The Ribshack Que,Barbecue restaurant,Fallbrook,(760) 731-9133,"3235 Old Hwy 395, Fallbrook, CA 92028",4.6,783,Booking/3rd-party only,https://ribshackque.square.site/cater,538.3,https://www.google.com/maps/place/?q=place_id:ChIJiz1DzYSH24AR3GYajKun0lg
El Sabroso Taco Shop,Mexican restaurant,San Ysidro,(619) 349-3000,"4184 Beyer Blvd #108, 2183, San Ysidro, CA 92173",4.5,430,No website,,537.5,https://www.google.com/maps/place/?q=place_id:ChIJZ3Q9rzxJ2YARsmHW3V-wyhc
Red Eye Smoke & Vape Shop,Tobacco shop,San Diego,(619) 915-5857,"5061 Federal Blvd, San Diego, CA 92102",4.9,427,No website,,533.8,https://www.google.com/maps/place/?q=place_id:ChIJJ5prYLxT2YARyhIOqR6YCTQ
Las Brisas Taqueria,Mexican restaurant,Fallbrook,(760) 723-0115,"1005 S Main Ave, Fallbrook, CA 92028",4.4,533,No website,,533.0,https://www.google.com/maps/place/?q=place_id:ChIJl-wRuLt-3IARcW4ae7H4VhU
Fiesta Mexicana - Mexican Restaurant,Mexican restaurant,Oceanside,(760) 757-9872,"3784 Mission Ave #150, Oceanside, CA 92058",4.5,421,No website,,526.2,https://www.google.com/maps/place/?q=place_id:ChIJ3adG5EVw3IARvISB22mQQdw
Crispy's Donuts,Donut shop,San Marcos,(760) 727-4391,"182 S Rancho Santa Fe Rd, San Marcos, CA 92078",4.7,421,No website,,526.2,https://www.google.com/maps/place/?q=place_id:ChIJk64mWBR13IAR5P8SVXK3_AU
La Posta De Acapulco,Mexican restaurant,El Cajon,(619) 443-5522,"8575 Los Coches Rd, El Cajon, CA 92021",4.5,419,No website,,523.8,https://www.google.com/maps/place/?q=place_id:ChIJx6T64MVY2YARKyPFHBOIEOc
El Ranchero Taco Shop,Mexican restaurant,Chula Vista,(619) 476-8005,"3344 Main St, Chula Vista, CA 91911",4.4,520,No website,,520.0,https://www.google.com/maps/place/?q=place_id:ChIJgQNgJJRO2YARO5cKkNXmtkk
Jack in the Box,Fast food restaurant,La Mesa,(619) 469-1639,"6987 University Ave, La Mesa, CA 91941",4.1,945,Social only,https://locations.jackinthebox.com/us/ca/la-mesa/6987-university-ave?utm_source=google&utm_medium=local&utm_campaign=google-local,519.8,https://www.google.com/maps/place/?q=place_id:ChIJm7ZBV8RW2YARlQRSENrhPQ8
The Scoreboard,Bar,Imperial Beach,(619) 424-9909,"951 Palm Ave, Imperial Beach, CA 91932",4.5,414,No website,,517.5,https://www.google.com/maps/place/?q=place_id:ChIJZ-h2bENM2YARuUDG8VAIYQ8
Germán Seafood Food Truck,Mexican restaurant,San Marcos,(760) 829-2792,"San Marcos, CA 92078",4.4,515,No website,,515.0,https://www.google.com/maps/place/?q=place_id:ChIJn03WK1t13IARh5-TY7QFkNI
Blanco Cocina + Cantina,Mexican restaurant,Coronado,(858) 399-4040,"1301 Orange Ave, Coronado, CA 92118",4.6,412,No website,,515.0,https://www.google.com/maps/place/?q=place_id:ChIJ57MefgCt3oARBuzTzdXZ-pM
LA MALCRIADA BIRRIERIA,Restaurant,National City,(858) 599-8419,"1604 E 18th St, National City, CA 91950",4.8,411,No website,,513.8,https://www.google.com/maps/place/?q=place_id:ChIJVS-ZkGVT2YARzHyx0rEQ4Qs
Señor Pancho | Fresh Mexican Grill,Mexican restaurant,Chula Vista,(619) 427-1752,"298 Montgomery St, Chula Vista, CA 91911",4,510,No website,,510.0,https://www.google.com/maps/place/?q=place_id:ChIJZ5MAJJFO2YARo-eZdCiuG8o
S K's Donuts,Donut shop,Oceanside,(760) 722-0455,"1129 S Coast Hwy # C, Oceanside, CA 92054",4.8,407,No website,,508.8,https://www.google.com/maps/place/?q=place_id:ChIJofSS_Rhu3IARdm-AQCovFo0
Al Rafidain Market,Grocery store,El Cajon,(619) 401-7711,"1221 Broadway, El Cajon, CA 92021",4,505,No website,,505.0,https://www.google.com/maps/place/?q=place_id:ChIJH6yAt6pZ2YAReW1Oe_JOhmU
Lemon Grove Barber Shop,Barber shop,Lemon Grove,(619) 465-1105,"7773 Broadway, Lemon Grove, CA 91945",4,504,No website,,504.0,https://www.google.com/maps/place/?q=place_id:ChIJbSO2yNVQ2YAR9s-Hpfb27Dw
Boards N' Beans,Surf shop,San Diego,(619) 402-0666,"763 Turquoise St, San Diego, CA 92109",5,403,No website,,503.8,https://www.google.com/maps/place/?q=place_id:ChIJM2Eq0SQB3IARnMzUiktggJI
The Empanada Spot,Restaurant,Chula Vista,(619) 948-9412,"1223 3rd Ave Ste C1, Chula Vista, CA 91911",4.7,401,No website,,501.2,https://www.google.com/maps/place/?q=place_id:ChIJJ_rAtWZP2YARPL7rj3Y7wNI
La Michoacana,Ice cream shop,Escondido,(760) 294-8101,"1815 E Valley Pkwy Ste 10, Escondido, CA 92027",4.3,497,No website,,497.0,https://www.google.com/maps/place/?q=place_id:ChIJ-XL5UBXz24ARSQXPomtQ_2U
iFast Repair +,Phone repair service,San Diego,(619) 621-1111,"3689 University Ave, San Diego, CA 92104",4.9,397,No website,,496.2,https://www.google.com/maps/place/?q=place_id:ChIJeygIIUNU2YAR989R83eE9xA
Aiberto's Taco Shop,Taco restaurant,San Diego,(619) 640-6810,"3894 41st St, San Diego, CA 92105",3.8,496,No website,,496.0,https://www.google.com/maps/place/?q=place_id:ChIJ4RuIwEFU2YARa_m2wWcoTcY
Sunshine Pancake House,Breakfast restaurant,La Mesa,(619) 724-6120,"7303 El Cajon Blvd, La Mesa, CA 91942",4.3,901,Social only,https://www.facebook.com/sunshinepancakehouselamesa/,495.6,https://www.google.com/maps/place/?q=place_id:ChIJrbilm-ZW2YAR5FpPOSbswWk
Posh Poodle Pet Grooming,Pet groomer,Lemon Grove,(619) 462-3043,"7139 Broadway, Lemon Grove, CA 91945",4.6,396,No website,,495.0,https://www.google.com/maps/place/?q=place_id:ChIJl6cMe9RQ2YAR_d3T3qnryWY
Tin Fish Oceanside,Seafood restaurant,Oceanside,(760) 800-6086,"302 The Strand N, Oceanside, CA 92054",4.4,900,Booking/3rd-party only,https://www.doordash.com/store/tin-fish-oceanside-oceanside-33564179/60152547/?rwg_token=ACgRB3eibfhSVw6TIRoJ-WUVlDTAhxihiKapp_hL2m6BlHZ-DSQhFJ2VoUgSbXgcM1_RI_HFgVu9j3OsQSDNbCq3uM22DxPaHQ==&utm_campaign=gpa,495.0,https://www.google.com/maps/place/?q=place_id:ChIJ6SzU9Ddu3IARc-a9ki_QjBU
La Fuente Mexican Food,Mexican restaurant,Chula Vista,(619) 422-6976,"34 3rd Ave, Chula Vista, CA 91910",3.8,493,No website,,493.0,https://www.google.com/maps/place/?q=place_id:ChIJdeUakwBS2YARSsRj1K28AdE
Rosendo's Taco Shop,Taco restaurant,El Cajon,(619) 590-8226,"Main Street Shopping Center, 1408 E Main St, El Cajon, CA 92021",4,486,No website,,486.0,https://www.google.com/maps/place/?q=place_id:ChIJsRPT-QVZ2YARS9nKIuclxi4
Firehouse Que & Brew,Barbecue restaurant,Fallbrook,(760) 645-3729,"1019 S Main Ave, Fallbrook, CA 92028",4.6,706,Booking/3rd-party only,https://firehouseqnb.square.site/,485.4,https://www.google.com/maps/place/?q=place_id:ChIJfRN3s7t-3IARSQyJIo3zuqM
Estrada's Mexican Food,Mexican restaurant,Santee,(619) 448-1676,"9292 Carlton Hills Blvd, Santee, CA 92071",4.5,387,No website,,483.8,https://www.google.com/maps/place/?q=place_id:ChIJwRvu6lr924AR13QpiZu2p20
Cali Baguette Express,Vietnamese restaurant,San Diego,(619) 286-8888,"5125 El Cajon Blvd, San Diego, CA 92115",4.2,482,No website,,482.0,https://www.google.com/maps/place/?q=place_id:ChIJ8xNObSFU2YARMfkleV9VS1k
El Toyon Recreation Center,Park,National City,(619) 472-6486,"2005 E 4th St, National City, CA 91950",4.2,479,No website,,479.0,https://www.google.com/maps/place/?q=place_id:ChIJ0zpZRixS2YARzmRmNU1I-oA
Zen Den by Liz,Hairdresser,San Diego,(619) 997-9461,"2185 Station Village Way, San Diego, CA 92108",4.7,383,No website,,478.8,https://www.google.com/maps/place/?q=place_id:ChIJiUYmndRU2YAR4jDxOBU7S9A
Cheers of Ramona,Bar,Ramona,(760) 789-0270,"2475 Main St, Ramona, CA 92065",4.4,476,No website,,476.0,https://www.google.com/maps/place/?q=place_id:ChIJMfVYw__l24ARVGEbh5zsBBY
Plazas Mexican Food,Mexican restaurant,Chula Vista,(619) 476-1290,"suite C, 1550 Broadway, Chula Vista, CA 91911",4.2,864,Social only,https://www.facebook.com/PlazasMexicanFood/,475.2,https://www.google.com/maps/place/?q=place_id:ChIJA3v4xYJO2YARtkSUVeWs6no
Estrada's Taco Shop,Mexican restaurant,Santee,(619) 449-2103,"9630 Carlton Hills Blvd, Santee, CA 92071",4.5,380,No website,,475.0,https://www.google.com/maps/place/?q=place_id:ChIJ16TLQkb924ARwMn9mO7vc_w
Murphy's Market,Grocery store,San Diego,(619) 284-7127,"3596 Fairmount Ave, San Diego, CA 92105",4.1,475,No website,,475.0,https://www.google.com/maps/place/?q=place_id:ChIJlermZRNU2YARZSJt5SLlA1k
El Comal,Mexican restaurant,Chula Vista,(619) 420-3811,"262 3rd Ave, Chula Vista, CA 91910",3.8,474,No website,,474.0,https://www.google.com/maps/place/?q=place_id:ChIJp1mwmf1N2YARMxkgEQt1MS4
O B Donuts,Donut shop,San Diego,(619) 222-0298,"1830 Sunset Cliffs Blvd Unit C, San Diego, CA 92107",4.7,379,No website,,473.8,https://www.google.com/maps/place/?q=place_id:ChIJDV5b3zaq3oARacgn55UlrDw
Bronco's Mexican Food,Mexican restaurant,San Diego,(619) 690-7428,"2455 Otay Center Dr #125, San Diego, CA 92154",4.3,856,Booking/3rd-party only,https://www.clover.com/online-ordering/broncos-mexican-food-san-diego,470.8,https://www.google.com/maps/place/?q=place_id:ChIJMXVpAKtH2YAR0868PvwnbiE
Pala Mesa Market,Restaurant,Fallbrook,(760) 728-7873,"4775 Vía Belmonte, Fallbrook, CA 92028",4.5,371,No website,,463.8,https://www.google.com/maps/place/?q=place_id:ChIJF_7gr4SH24ARVbJgSw3O6kA
The Cage Smoke Shop,Tobacco shop,San Diego,(619) 563-1234,"3069 El Cajon Blvd, San Diego, CA 92104",4.8,674,Social only,https://instagram.com/the_cage_smokeshop?igshid=YmMyMTA2M2Y=,463.4,https://www.google.com/maps/place/?q=place_id:ChIJy_k9R_hU2YARyX5ePGFu6G8
Summit Gasoline,Gas station,San Diego,(619) 542-9355,"3580 Sports Arena Blvd, San Diego, CA 92110",4.1,462,No website,,462.0,https://www.google.com/maps/place/?q=place_id:ChIJ_1IDDOyr3oARnwWD4nm2fG0
Rolberto's Taco Shop,Mexican restaurant,San Diego,(619) 282-9859,"4090 El Cajon Blvd Apt G, San Diego, CA 92105",4.1,461,No website,,461.0,https://www.google.com/maps/place/?q=place_id:ChIJOfTujEZU2YAR1f4yP4gW6E0
Al Awael Restaurant مطعم الاوائل,Middle Eastern restaurant,El Cajon,(619) 938-4250,"1255 Avocado Ave Ste 105-107, El Cajon, CA 92020",4.7,368,No website,,460.0,https://www.google.com/maps/place/?q=place_id:ChIJ_3GKdABZ2YAR1rupJY2LKS0
A to Z wireless,Mobile phone repair shop,San Diego,(619) 692-3223,"1640 Camino Del Rio N Ste 127, San Diego, CA 92108",4.5,367,No website,,458.8,https://www.google.com/maps/place/?q=place_id:ChIJ3_IWNzlV2YARKG4i_d468XE
Colima's Mexican Food,Mexican restaurant,Chula Vista,(619) 691-7777,"459 C St, Chula Vista, CA 91910",4.4,458,No website,,458.0,https://www.google.com/maps/place/?q=place_id:ChIJcek-MgZS2YARn5_kOoOXVWk
Oscar's Mexican Food,Mexican restaurant,Vista,(760) 945-3736,"822 E Vista Way, Vista, CA 92084",3.8,456,No website,,456.0,https://www.google.com/maps/place/?q=place_id:ChIJPydTWpB23IARJJIeT9Tbqns
Big Box Storage,Moving and storage service,San Diego,(858) 244-2691,"7077 Consolidated Wy, San Diego, CA 92121",4.9,660,Social only,https://www.bigbox.com/service-areas/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,453.8,https://www.google.com/maps/place/?q=place_id:ChIJHXBzG4hT2YARdPA0wdBQiGE
Franco’s Flapjack Family Restaurant,Family restaurant,Poway,(858) 883-2516,"14034 Poway Rd, Poway, CA 92064",4.5,659,Social only,https://www.facebook.com/francosflapjackpoway/,453.1,https://www.google.com/maps/place/?q=place_id:ChIJhRQNe1f624ARMqg4J5AJyiI
Chito's Taco Shop,Mexican restaurant,Escondido,(760) 745-0397,"3440 Del Lago Blvd Ste L, Escondido, CA 92029",4,452,No website,,452.0,https://www.google.com/maps/place/?q=place_id:ChIJVd8Hdf3z24ARKhGDzzGygks
Garbatella,Italian restaurant,Chula Vista,(619) 651-1185,"2015 Birch Rd Ste 2500, Chula Vista, CA 91915",4.2,450,No website,,450.0,https://www.google.com/maps/place/?q=place_id:ChIJ2RkMJmhF2YARdhRqL5C-yBw
Santana's Mexican Grill,Mexican restaurant,Spring Valley,(619) 464-0462,"9824 Campo Rd, Spring Valley, CA 91977",4,449,No website,,449.0,https://www.google.com/maps/place/?q=place_id:ChIJW5O8cAda2YAR2YplPmuvIhk
Plaza Family Dental Group,Dentist,Carlsbad,(760) 434-1761,"2630 El Camino Real, Carlsbad, CA 92008",4.7,359,No website,,448.8,https://www.google.com/maps/place/?q=place_id:ChIJ2QyHzohx3IARCAjAl7Vz4IU
Tierrasanta Town Center,Shopping mall,San Diego,(858) 560-4101,"10615 Tierrasanta Blvd, San Diego, CA 92124",4.4,447,No website,,447.0,https://www.google.com/maps/place/?q=place_id:ChIJHQNhGBj-24ARMPLnEJqC814
Cortez Mexican Food,Mexican restaurant,Bonsall,(760) 631-3909,"5517 Mission Rd, Bonsall, CA 92003",4.3,447,No website,,447.0,https://www.google.com/maps/place/?q=place_id:ChIJKRkE0tN53IARAbdF1dQlBXk
IB Vape & Smoke Shop,Tobacco shop,San Diego,(619) 423-9221,"1542 Palm Ave, San Diego, CA 92154",4.7,355,No website,,443.8,https://www.google.com/maps/place/?q=place_id:ChIJc9MxtD9M2YARz8BcEMjf2PY
Jack in the Box,Fast food restaurant,Poway,(858) 486-1170,"12424 Poway Rd, Poway, CA 92064",4.2,806,Social only,https://locations.jackinthebox.com/us/ca/poway/12424-poway-rd?utm_source=google&utm_medium=local&utm_campaign=google-local,443.3,https://www.google.com/maps/place/?q=place_id:ChIJwdue_zP624ARv0S0iBg0cAs
El Cotixan Mexican Food,Mexican restaurant,El Cajon,(619) 440-2608,"762 N Johnson Ave #701, El Cajon, CA 92020",4.4,443,No website,,443.0,https://www.google.com/maps/place/?q=place_id:ChIJR03ZLzJY2YARx-fXfxiig-o
Brother's BarberShop,Barber shop,San Diego,(858) 391-8013,"11395 Poway Rd, San Diego, CA 92128",4.5,354,No website,,442.5,https://www.google.com/maps/place/?q=place_id:ChIJaRQWQ4H524ARqmtLTKe6a3A
La Perla Tapatia,Mexican restaurant,Oceanside,(760) 721-8486,"1910 Mission Ave, Oceanside, CA 92058",4.4,438,No website,,438.0,https://www.google.com/maps/place/?q=place_id:ChIJh_eGWClu3IARw8Wo8pK_M20
Cal Notary Service,Notary public,Chula Vista,(619) 392-4876,"659 3rd Ave Ste b, Chula Vista, CA 91910",4.9,348,No website,,435.0,https://www.google.com/maps/place/?q=place_id:ChIJl9l4OH9P2YARQYzDYEzFc7s
Azteca Taco Shop,Taco restaurant,San Diego,(619) 955-5494,"555 Park Blvd, San Diego, CA 92101",4.4,433,No website,,433.0,https://www.google.com/maps/place/?q=place_id:ChIJHaRrvllT2YARUHZb7zUmeQI
Tacos el Trompo A Mexican Tradition,Mexican restaurant,Chula Vista,(619) 882-2143,"1208 Broadway, Chula Vista, CA 91911",3.9,430,No website,,430.0,https://www.google.com/maps/place/?q=place_id:ChIJE08ihipM2YARnVNvG3rmo-I
Marieta's El Cajon Mexican Restaurant,Restaurant,El Cajon,(619) 442-6671,"1746 E Main St, El Cajon, CA 92021",4.2,430,No website,,430.0,https://www.google.com/maps/place/?q=place_id:ChIJOagJ0-FY2YARNHP74TiDefs
CRAB CITY,Cajun restaurant,San Diego,(619) 795-0779,"1985 National Ave #1101, San Diego, CA 92113",4.6,344,No website,,430.0,https://www.google.com/maps/place/?q=place_id:ChIJFfo0PiRT2YAR7vcFRrAAQLQ
DROP MOBILE TIRE SERVICE LLC,Tire repair shop,San Diego,(619) 808-1348,"3944 Alpha St, San Diego, CA 92113",5,343,No website,,428.8,https://www.google.com/maps/place/?q=place_id:ChIJ88wutrBT2YARHZkH7Z0A7nc
La India Bonita,Mexican restaurant,Chula Vista,(619) 691-1040,"1455 Melrose Ave, Chula Vista, CA 91911",4.4,428,No website,,428.0,https://www.google.com/maps/place/?q=place_id:ChIJx8fIuORO2YARxs1C7aIAIPE
El Prieto Cantina y Restaurant,Restaurant,Chula Vista,(619) 422-2287,"3120 Main St, Chula Vista, CA 91911",4.2,427,No website,,427.0,https://www.google.com/maps/place/?q=place_id:ChIJCR1IN3VP2YAR1wOmrGXrIDM
Kotija Taco Shop Mexican Food,Mexican restaurant,Escondido,(760) 781-1794,"2319 E Valley Pkwy B, Escondido, CA 92027",4.2,427,No website,,427.0,https://www.google.com/maps/place/?q=place_id:ChIJJcvdGT3z24ARzBCUie_Uj_A
Friar Tux,Tuxedo shop,La Mesa,(619) 463-9988,"5255 Jackson Dr, La Mesa, CA 91942",4.8,621,Social only,https://www.friartux.com/locations-la-mesa,426.9,https://www.google.com/maps/place/?q=place_id:ChIJ_469fRNX2YARljisiKbwgto
Timekeepers of Escondido,Clock and watch maker,Escondido,(760) 480-6488,"323 W Grand Ave, Escondido, CA 92025",4.8,341,No website,,426.2,https://www.google.com/maps/place/?q=place_id:ChIJqcUtC53024ARsIlH-OD-qYk
Heritage Community Center,Community center,Chula Vista,(619) 409-5439,"1381 E Palomar St, Chula Vista, CA 91913",4.5,341,No website,,426.2,https://www.google.com/maps/place/?q=place_id:ChIJXxxtgndP2YARNXsmkuvKxxU
Big Ben Market,Grocery store,National City,(619) 477-1015,"108 E 8th St, National City, CA 91950",4.2,423,No website,,423.0,https://www.google.com/maps/place/?q=place_id:ChIJe0K6ZEhS2YARI_tLOKymaW4
Christy's Donuts,Bakery,San Diego,(619) 224-0502,"3710 Voltaire St, San Diego, CA 92107",4.8,338,No website,,422.5,https://www.google.com/maps/place/?q=place_id:ChIJ5zx41Kyr3oARhxmpV2cVZwc
Meijo Sushi,Sushi restaurant,Imperial Beach,(619) 429-4373,"600 Palm Ave #108-9, Imperial Beach, CA 91932",4.5,614,Booking/3rd-party only,http://meijosushi.weebly.com/,422.1,https://www.google.com/maps/place/?q=place_id:ChIJEzfcXllM2YARYH9rZc43ndg
Good Boy,Restaurant,San Diego,(858) 230-6111,"4150 Mission Blvd, San Diego, CA 92109",4.3,422,No website,,422.0,https://www.google.com/maps/place/?q=place_id:ChIJ_VmibO4B3IAREXrSX6rMJGI
El Toro Market,Grocery store,Fallbrook,(760) 731-2352,"337 N Main Ave, Fallbrook, CA 92028",4.1,420,No website,,420.0,https://www.google.com/maps/place/?q=place_id:ChIJBTLxkZZ-3IAR2Zh0lkc9hHk
Vinh Hung Supermarket,Asian grocery store,San Diego,(858) 408-0480,"10550 Camino Ruiz, San Diego, CA 92126",4.1,762,Social only,https://www.facebook.com/VinhHungSupermarket,419.1,https://www.google.com/maps/place/?q=place_id:ChIJq6EDzev424ARaFtSUW84Lkc
Mariscos Huatulco,Mexican restaurant,Oceanside,(760) 754-8922,"3110 San Luis Rey Rd, Oceanside, CA 92058",4.2,419,No website,,419.0,https://www.google.com/maps/place/?q=place_id:ChIJozN_rzJw3IARSc8Akg5w0OE
Lisa's Filipino Cuisine,Filipino restaurant,National City,(619) 477-8718,"1210 E Plaza Blvd, National City, CA 91950",4.1,418,No website,,418.0,https://www.google.com/maps/place/?q=place_id:ChIJgTqV9zpS2YARldtZFqLjzKs
Santana's,Mexican restaurant,Lemon Grove,(619) 463-1027,"7733 Palm St #108, Lemon Grove, CA 91945",3.5,597,No website,,417.9,https://www.google.com/maps/place/?q=place_id:ChIJ6X_h9tdQ2YARi--CcHK6Xms
